index,bucket_start,bucket_start_offset_ns,bucket_duration_ns,source_x_px,source_y_px,height_px,height_ppm,target_visible_cycles_per_second,target_visible_Bcycles_per_second
611,17:03:04.186,61384186046511,100465116279,611,122.455,19.044,392667,119633350000,119.633350000
612,17:04:44.651,61484651162790,100465116279,612,122.519,18.980,391348,119567400000,119.567400000
613,17:06:25.116,61585116279069,100465116279,613,123.481,18.018,371512,118575600000,118.575600000
614,17:08:05.581,61685581395348,100465116279,614,124.000,17.499,360811,118040550000,118.040550000
615,17:09:46.046,61786046511627,100465116279,615,124.463,17.036,351264,117563200000,117.563200000
616,17:11:26.511,61886511627906,100465116280,616,125.000,16.499,340192,117009600000,117.009600000
617,17:13:06.976,61986976744186,100465116279,617,125.528,15.971,329305,116465250000,116.465250000
618,17:14:47.441,62087441860465,100465116279,618,126.454,15.045,310212,115510600000,115.510600000
619,17:16:27.906,62187906976744,100465116279,619,127.000,14.499,298954,114947700000,114.947700000
620,17:18:08.372,62288372093023,100465116279,620,127.486,14.013,288933,114446650000,114.446650000
621,17:19:48.837,62388837209302,100465116279,621,128.000,13.499,278335,113916750000,113.916750000
622,17:21:29.302,62489302325581,100465116279,622,128.525,12.974,267510,113375500000,113.375500000
623,17:23:09.767,62589767441860,100465116279,623,129.000,12.499,257716,112885800000,112.885800000
624,17:24:50.232,62690232558139,100465116279,624,129.571,11.928,245943,112297150000,112.297150000
625,17:26:30.697,62790697674418,100465116279,625,130.504,10.995,226705,111335250000,111.335250000
626,17:28:11.162,62891162790697,100465116279,626,131.434,10.065,207530,110376500000,110.376500000
627,17:29:51.627,62991627906976,100465116279,627,131.546,9.953,205220,110261000000,110.261000000
628,17:31:32.093,63092093023255,100465116279,628,132.485,9.014,185859,109292950000,109.292950000
629,17:33:12.558,63192558139534,100465116279,629,133.000,8.499,175240,108762000000,108.762000000
630,17:34:53.023,63293023255813,100465116280,630,133.511,7.988,164704,108235200000,108.235200000
631,17:36:33.488,63393488372093,100465116279,631,134.439,7.060,145570,107278500000,107.278500000
632,17:38:13.953,63493953488372,100465116279,632,134.561,6.938,143054,107152700000,107.152700000
633,17:39:54.418,63594418604651,100465116279,633,135.471,6.028,124291,106214550000,106.214550000
634,17:41:34.883,63694883720930,100465116279,634,136.000,5.499,113383,105669150000,105.669150000
635,17:43:15.348,63795348837209,100465116279,635,136.489,5.010,103301,105165050000,105.165050000
636,17:44:55.813,63895813953488,100465116279,636,137.429,4.070,83919,104195950000,104.195950000
637,17:46:36.279,63996279069767,100465116279,637,137.514,3.985,82166,104108300000,104.108300000
638,17:48:16.744,64096744186046,100465116279,638,138.476,3.023,62331,103116550000,103.116550000
639,17:49:57.209,64197209302325,100465116279,639,138.545,2.954,60908,103045400000,103.045400000
640,17:51:37.674,64297674418604,100465116279,640,139.496,2.003,41299,102064950000,102.064950000
641,17:53:18.139,64398139534883,100465116279,641,140.440,1.059,21835,101091750000,101.091750000
642,17:54:58.604,64498604651162,100465116279,642,140.519,0.980,20206,101010300000,101.010300000
643,17:56:39.069,64599069767441,100465116279,643,141.000,0.499,10288,100514400000,100.514400000
644,17:58:19.534,64699534883720,100465116280,644,141.438,0.061,1257,100062850000,100.062850000
645,18:00:00.000,64800000000000,100465116279,645,140.526,0.973,20062,101003100000,101.003100000
646,18:01:40.465,64900465116279,100465116279,646,139.964,1.535,31650,101582500000,101.582500000
647,18:03:20.930,65000930232558,100465116279,647,139.443,2.056,42392,102119600000,102.119600000
648,18:05:01.395,65101395348837,100465116279,648,138.459,3.040,62681,103134050000,103.134050000
649,18:06:41.860,65201860465116,100465116279,649,137.483,4.016,82805,104140250000,104.140250000
650,18:08:22.325,65302325581395,100465116279,650,136.491,5.008,103259,105162950000,105.162950000
651,18:10:02.790,65402790697674,100465116279,651,135.518,5.981,123322,106166100000,106.166100000
652,18:11:43.255,65503255813953,100465116279,652,134.569,6.930,142889,107144450000,107.144450000
653,18:13:23.720,65603720930232,100465116279,653,133.962,7.537,155405,107770250000,107.770250000
654,18:15:04.186,65704186046511,100465116279,654,133.011,8.488,175013,108750650000,108.750650000
655,18:16:44.651,65804651162790,100465116279,655,132.461,9.038,186354,109317700000,109.317700000
656,18:18:25.116,65905116279069,100465116279,656,131.451,10.048,207179,110358950000,110.358950000
657,18:20:05.581,66005581395348,100465116279,657,131.000,10.499,216478,110823900000,110.823900000
658,18:21:46.046,66106046511627,100465116279,658,130.556,10.943,225633,111281650000,111.281650000
659,18:23:26.511,66206511627906,100465116280,659,130.561,10.938,225530,111276500000,111.276500000
660,18:25:06.976,66306976744186,100465116279,660,131.000,10.499,216478,110823900000,110.823900000
661,18:26:47.441,66407441860465,100465116279,661,131.000,10.499,216478,110823900000,110.823900000
662,18:28:27.906,66507906976744,100465116279,662,130.567,10.932,225406,111270300000,111.270300000
663,18:30:08.372,66608372093023,100465116279,663,130.565,10.934,225447,111272350000,111.272350000
664,18:31:48.837,66708837209302,100465116279,664,131.000,10.499,216478,110823900000,110.823900000
665,18:33:29.302,66809302325581,100465116279,665,131.000,10.499,216478,110823900000,110.823900000
666,18:35:09.767,66909767441860,100465116279,666,131.000,10.499,216478,110823900000,110.823900000
667,18:36:50.232,67010232558139,100465116279,667,131.000,10.499,216478,110823900000,110.823900000
668,18:38:30.697,67110697674418,100465116279,668,131.000,10.499,216478,110823900000,110.823900000
669,18:40:11.162,67211162790697,100465116279,669,131.000,10.499,216478,110823900000,110.823900000
670,18:41:51.627,67311627906976,100465116279,670,131.000,10.499,216478,110823900000,110.823900000
671,18:43:32.093,67412093023255,100465116279,671,131.000,10.499,216478,110823900000,110.823900000
672,18:45:12.558,67512558139534,100465116279,672,130.565,10.934,225447,111272350000,111.272350000
673,18:46:53.023,67613023255813,100465116280,673,130.550,10.949,225757,111287850000,111.287850000
674,18:48:33.488,67713488372093,100465116279,674,130.511,10.988,226561,111328050000,111.328050000
675,18:50:13.953,67813953488372,100465116279,675,130.451,11.048,227798,111389900000,111.389900000
676,18:51:54.418,67914418604651,100465116279,676,129.509,11.990,247221,112361050000,112.361050000
677,18:53:34.883,68014883720930,100465116279,677,129.442,12.057,248603,112430150000,112.430150000
678,18:55:15.348,68115348837209,100465116279,678,128.477,13.022,268500,113425000000,113.425000000
679,18:56:55.813,68215813953488,100465116279,679,128.000,13.499,278335,113916750000,113.916750000
680,18:58:36.279,68316279069767,100465116279,680,127.454,14.045,289593,114479650000,114.479650000
681,19:00:16.744,68416744186046,100465116279,681,126.543,14.956,308377,115418850000,115.418850000
682,19:01:57.209,68517209302325,100465116279,682,126.438,15.061,310542,115527100000,115.527100000
683,19:03:37.674,68617674418604,100465116279,683,125.533,15.966,329202,116460100000,116.460100000
684,19:05:18.139,68718139534883,100465116279,684,124.562,16.937,349223,117461150000,117.461150000
685,19:06:58.604,68818604651162,100465116279,685,124.474,17.025,351038,117551900000,117.551900000
686,19:08:39.069,68919069767441,100465116279,686,123.539,17.960,370316,118515800000,118.515800000
687,19:10:19.534,69019534883720,100465116280,687,123.464,18.035,371863,118593150000,118.593150000
688,19:12:00.000,69120000000000,100465116279,688,122.566,18.933,390379,119518950000,119.518950000
689,19:13:40.465,69220465116279,100465116279,689,122.542,18.957,390874,119543700000,119.543700000
690,19:15:20.930,69320930232558,100465116279,690,123.444,18.055,372275,118613750000,118.613750000
691,19:17:01.395,69421395348837,100465116279,691,123.531,17.968,370481,118524050000,118.524050000
692,19:18:41.860,69521860465116,100465116279,692,124.000,17.499,360811,118040550000,118.040550000
693,19:20:22.325,69622325581395,100465116279,693,124.539,16.960,349697,117484850000,117.484850000
694,19:22:02.790,69722790697674,100465116279,694,125.436,16.063,331202,116560100000,116.560100000
695,19:23:43.255,69823255813953,100465116279,695,125.521,15.978,329450,116472500000,116.472500000
696,19:25:23.720,69923720930232,100465116279,696,126.000,15.499,319573,115978650000,115.978650000
697,19:27:04.186,70024186046511,100465116279,697,126.522,14.977,308810,115440500000,115.440500000
698,19:28:44.651,70124651162790,100465116279,698,127.000,14.499,298954,114947700000,114.947700000
699,19:30:25.116,70225116279069,100465116279,699,127.492,14.007,288810,114440500000,114.440500000
700,19:32:05.581,70325581395348,100465116279,700,128.428,13.071,269510,113475500000,113.475500000
701,19:33:46.046,70426046511627,100465116279,701,128.502,12.997,267984,113399200000,113.399200000
702,19:35:26.511,70526511627906,100465116280,702,129.440,12.059,248644,112432200000,112.432200000
703,19:37:06.976,70626976744186,100465116279,703,129.483,12.016,247757,112387850000,112.387850000
704,19:38:47.441,70727441860465,100465116279,704,130.000,11.499,237097,111854850000,111.854850000
705,19:40:27.906,70827906976744,100465116279,705,130.516,10.983,226458,111322900000,111.322900000
706,19:42:08.372,70928372093023,100465116279,706,131.000,10.499,216478,110823900000,110.823900000
707,19:43:48.837,71028837209302,100465116279,707,131.497,10.002,206231,110311550000,110.311550000
708,19:45:29.302,71129302325581,100465116279,708,132.000,9.499,195859,109792950000,109.792950000
709,19:47:09.767,71229767441860,100465116279,709,132.462,9.037,186333,109316650000,109.316650000
710,19:48:50.232,71330232558139,100465116279,710,132.543,8.956,184663,109233150000,109.233150000
711,19:50:30.697,71430697674418,100465116279,711,133.000,8.499,175240,108762000000,108.762000000
712,19:52:11.162,71531162790697,100465116279,712,133.458,8.041,165797,108289850000,108.289850000
713,19:53:51.627,71631627906976,100465116279,713,133.521,7.978,164498,108224900000,108.224900000
714,19:55:32.093,71732093023255,100465116279,714,134.000,7.499,154621,107731050000,107.731050000
715,19:57:12.558,71832558139534,100465116279,715,134.431,7.068,145734,107286700000,107.286700000
716,19:58:53.023,71933023255813,100465116280,716,134.516,6.983,143982,107199100000,107.199100000
717,20:00:33.488,72033488372093,100465116279,717,135.000,6.499,134002,106700100000,106.700100000
718,20:02:13.953,72133953488372,100465116279,718,135.000,6.499,134002,106700100000,106.700100000
719,20:03:54.418,72234418604651,100465116279,719,135.457,6.042,124579,106228950000,106.228950000
720,20:05:34.883,72334883720930,100465116279,720,134.518,6.981,143941,107197050000,107.197050000
721,20:07:15.348,72435348837209,100465116279,721,133.511,7.988,164704,108235200000,108.235200000
722,20:08:55.813,72535813953488,100465116279,722,132.521,8.978,185117,109255850000,109.255850000
723,20:10:36.279,72636279069767,100465116279,723,131.504,9.995,206086,110304300000,110.304300000
724,20:12:16.744,72736744186046,100465116279,724,130.537,10.962,226025,111301250000,111.301250000
725,20:13:57.209,72837209302325,100465116279,725,129.510,11.989,247200,112360000000,112.360000000
726,20:15:37.674,72937674418604,100465116279,726,128.551,12.948,266974,113348700000,113.348700000
727,20:17:18.139,73038139534883,100465116279,727,128.000,13.499,278335,113916750000,113.916750000
728,20:18:58.604,73138604651162,100465116279,728,127.000,14.499,298954,114947700000,114.947700000
729,20:20:39.069,73239069767441,100465116279,729,126.487,15.012,309532,115476600000,115.476600000
730,20:22:19.534,73339534883720,100465116280,730,125.571,15.928,328419,116420950000,116.420950000
731,20:24:00.000,73440000000000,100465116279,731,125.454,16.045,330831,116541550000,116.541550000
732,20:25:40.465,73540465116279,100465116279,732,124.513,16.986,350234,117511700000,117.511700000
733,20:27:20.930,73640930232558,100465116279,733,123.567,17.932,369739,118486950000,118.486950000
734,20:29:01.395,73741395348837,100465116279,734,123.470,18.029,371739,118586950000,118.586950000
735,20:30:41.860,73841860465116,100465116279,735,122.526,18.973,391203,119560150000,119.560150000
736,20:32:22.325,73942325581395,100465116279,736,122.000,19.499,402049,120102450000,120.102450000
737,20:34:02.790,74042790697674,100465116279,737,121.485,20.014,412668,120633400000,120.633400000
738,20:35:43.255,74143255813953,100465116279,738,120.559,20.940,431761,121588050000,121.588050000
739,20:37:23.720,74243720930232,100465116279,739,120.000,21.499,443287,122164350000,122.164350000
740,20:39:04.186,74344186046511,100465116279,740,119.523,21.976,453122,122656100000,122.656100000
741,20:40:44.651,74444651162790,100465116279,741,119.000,22.499,463906,123195300000,123.195300000
742,20:42:25.116,74545116279069,100465116279,742,118.484,23.015,474545,123727250000,123.727250000
743,20:44:05.581,74645581395348,100465116279,743,118.000,23.499,484525,124226250000,124.226250000
744,20:45:46.046,74746046511627,100465116279,744,117.000,24.499,505144,125257200000,125.257200000
745,20:47:26.511,74846511627906,100465116280,745,116.510,24.989,515247,125762350000,125.762350000
746,20:49:06.976,74946976744186,100465116279,746,116.000,25.499,525763,126288150000,126.288150000
747,20:50:47.441,75047441860465,100465116279,747,115.471,26.028,536670,126833500000,126.833500000
748,20:52:27.906,75147906976744,100465116279,748,114.510,26.989,556485,127824250000,127.824250000
749,20:54:08.372,75248372093023,100465116279,749,114.000,27.499,567001,128350050000,128.350050000
750,20:55:48.837,75348837209302,100465116279,750,113.467,28.032,577991,128899550000,128.899550000
751,20:57:29.302,75449302325581,100465116279,751,112.551,28.948,596878,129843900000,129.843900000
752,20:59:09.767,75549767441860,100465116279,752,112.442,29.057,599125,129956250000,129.956250000
753,21:00:50.232,75650232558139,100465116279,753,112.000,29.499,608239,130411950000,130.411950000
754,21:02:30.697,75750697674418,100465116279,754,112.433,29.066,599311,129965550000,129.965550000
755,21:04:11.162,75851162790697,100465116279,755,112.565,28.934,596589,129829450000,129.829450000
756,21:05:51.627,75951627906976,100465116279,756,113.500,27.999,577310,128865500000,128.865500000
757,21:07:32.093,76052093023255,100465116279,757,114.439,27.060,557949,127897450000,127.897450000
758,21:09:12.558,76152558139534,100465116279,758,114.973,26.526,546939,127346950000,127.346950000
759,21:10:53.023,76253023255813,100465116280,759,115.529,25.970,535474,126773700000,126.773700000
760,21:12:33.488,76353488372093,100465116279,760,116.488,25.011,515701,125785050000,125.785050000
761,21:14:13.953,76453953488372,100465116279,761,117.445,24.054,495968,124798400000,124.798400000
762,21:15:54.418,76554418604651,100465116279,762,117.539,23.960,494030,124701500000,124.701500000
763,21:17:34.883,76654883720930,100465116279,763,118.451,23.048,475226,123761300000,123.761300000
764,21:19:15.348,76755348837209,100465116279,764,118.445,23.054,475350,123767500000,123.767500000
765,21:20:55.813,76855813953488,100465116279,765,117.522,23.977,494381,124719050000,124.719050000
766,21:22:36.279,76956279069767,100465116279,766,116.552,24.947,514381,125719050000,125.719050000
767,21:24:16.744,77056744186046,100465116279,767,116.465,25.034,516175,125808750000,125.808750000
768,21:25:57.209,77157209302325,100465116279,768,115.533,25.966,535392,126769600000,126.769600000
769,21:27:37.674,77257674418604,100465116279,769,115.456,26.043,536980,126849000000,126.849000000
770,21:29:18.139,77358139534883,100465116279,770,114.493,27.006,556836,127841800000,127.841800000
771,21:30:58.604,77458604651162,100465116279,771,114.000,27.499,567001,128350050000,128.350050000
772,21:32:39.069,77559069767441,100465116279,772,113.471,28.028,577908,128895400000,128.895400000
773,21:34:19.534,77659534883720,100465116280,773,112.536,28.963,597187,129859350000,129.859350000
774,21:36:00.000,77760000000000,100465116279,774,112.432,29.067,599331,129966550000,129.966550000
775,21:37:40.465,77860465116279,100465116279,775,112.000,29.499,608239,130411950000,130.411950000
776,21:39:20.930,77960930232558,100465116279,776,112.000,29.499,608239,130411950000,130.411950000
777,21:41:01.395,78061395348837,100465116279,777,112.566,28.933,596569,129828450000,129.828450000
778,21:42:41.860,78161860465116,100465116279,778,113.462,28.037,578094,128904700000,128.904700000
779,21:44:22.325,78262325581395,100465116279,779,114.447,27.052,557784,127889200000,127.889200000
780,21:46:02.790,78362790697674,100465116279,780,114.556,26.943,555537,127776850000,127.776850000
781,21:47:43.255,78463255813953,100465116279,781,115.532,25.967,535413,126770650000,126.770650000
782,21:49:23.720,78563720930232,100465116279,782,116.487,25.012,515721,125786050000,125.786050000
783,21:51:04.186,78664186046511,100465116279,783,117.454,24.045,495783,124789150000,124.789150000
784,21:52:44.651,78764651162790,100465116279,784,118.488,23.011,474463,123723150000,123.723150000
785,21:54:25.116,78865116279069,100465116279,785,119.457,22.042,454483,122724150000,122.724150000
786,21:56:05.581,78965581395348,100465116279,786,119.558,21.941,452401,122620050000,122.620050000
787,21:57:46.046,79066046511627,100465116279,787,120.000,21.499,443287,122164350000,122.164350000
788,21:59:26.511,79166511627906,100465116280,788,120.000,21.499,443287,122164350000,122.164350000
789,22:01:06.976,79266976744186,100465116279,789,119.507,21.992,453452,122672600000,122.672600000
790,22:02:47.441,79367441860465,100465116279,790,119.443,22.056,454772,122738600000,122.738600000
791,22:04:27.906,79467906976744,100465116279,791,119.000,22.499,463906,123195300000,123.195300000
792,22:06:08.372,79568372093023,100465116279,792,118.532,22.967,473556,123677800000,123.677800000
793,22:07:48.837,79668837209302,100465116279,793,118.492,23.007,474380,123719000000,123.719000000
794,22:09:29.302,79769302325581,100465116279,794,118.434,23.065,475576,123778800000,123.778800000
795,22:11:09.767,79869767441860,100465116279,795,117.562,23.937,493556,124677800000,124.677800000
796,22:12:50.232,79970232558139,100465116279,796,117.504,23.995,494752,124737600000,124.737600000
797,22:14:30.697,80070697674418,100465116279,797,117.442,24.057,496030,124801500000,124.801500000
798,22:16:11.162,80171162790697,100465116279,798,117.000,24.499,505144,125257200000,125.257200000
799,22:17:51.627,80271627906976,100465116279,799,117.000,24.499,505144,125257200000,125.257200000
800,22:19:32.093,80372093023255,100465116279,800,117.000,24.499,505144,125257200000,125.257200000
801,22:21:12.558,80472558139534,100465116279,801,117.504,23.995,494752,124737600000,124.737600000
802,22:22:53.023,80573023255813,100465116280,802,118.000,23.499,484525,124226250000,124.226250000
803,22:24:33.488,80673488372093,100465116279,803,118.482,23.017,474587,123729350000,123.729350000
804,22:26:13.953,80773953488372,100465116279,804,119.000,22.499,463906,123195300000,123.195300000
805,22:27:54.418,80874418604651,100465116279,805,119.463,22.036,454359,122717950000,122.717950000
806,22:29:34.883,80974883720930,100465116279,806,120.444,21.055,434132,121706600000,121.706600000
807,22:31:15.348,81075348837209,100465116279,807,121.472,20.027,412936,120646800000,120.646800000
808,22:32:55.813,81175813953488,100465116279,808,123.028,18.471,380853,119042650000,119.042650000
809,22:34:36.279,81276279069767,100465116279,809,124.932,16.567,341594,117079700000,117.079700000
810,22:36:16.744,81376744186046,100465116279,810,126.078,15.421,317965,115898250000,115.898250000
811,22:37:57.209,81477209302325,100465116279,811,127.481,14.018,289036,114451800000,114.451800000
812,22:39:37.674,81577674418604,100465116279,812,128.466,13.033,268727,113436350000,113.436350000
813,22:41:18.139,81678139534883,100465116279,813,129.522,11.977,246953,112347650000,112.347650000
814,22:42:58.604,81778604651162,100465116279,814,130.921,10.578,218107,110905350000,110.905350000
815,22:44:39.069,81879069767441,100465116279,815,131.935,9.564,197199,109859950000,109.859950000
816,22:46:19.534,81979534883720,100465116280,816,132.523,8.976,185075,109253750000,109.253750000
817,22:48:00.000,82080000000000,100465116279,817,133.529,7.970,164333,108216650000,108.216650000
818,22:49:40.465,82180465116279,100465116279,818,134.528,6.971,143734,107186700000,107.186700000
819,22:51:20.930,82280930232558,100465116279,819,135.546,5.953,122744,106137200000,106.137200000
820,22:53:01.395,82381395348837,100465116279,820,136.925,4.574,94311,104715550000,104.715550000
821,22:54:41.860,82481860465116,100465116279,821,137.957,3.542,73032,103651600000,103.651600000
822,22:56:22.325,82582325581395,100465116279,822,138.522,2.977,61382,103069100000,103.069100000
823,22:58:02.790,82682790697674,100465116279,823,139.543,1.956,40330,102016500000,102.016500000
824,22:59:43.255,82783255813953,100465116279,824,140.466,1.033,21299,101064950000,101.064950000
825,23:01:23.720,82883720930232,100465116279,825,140.483,1.016,20948,101047400000,101.047400000
826,23:03:04.186,82984186046511,100465116279,826,140.505,0.994,20495,101024750000,101.024750000
827,23:04:44.651,83084651162790,100465116279,827,140.524,0.975,20103,101005150000,101.005150000
828,23:06:25.116,83185116279069,100465116279,828,140.539,0.960,19794,100989700000,100.989700000
829,23:08:05.581,83285581395348,100465116279,829,140.550,0.949,19567,100978350000,100.978350000
830,23:09:46.046,83386046511627,100465116279,830,140.559,0.940,19381,100969050000,100.969050000
831,23:11:26.511,83486511627906,100465116280,831,140.560,0.939,19361,100968050000,100.968050000
832,23:13:06.976,83586976744186,100465116279,832,140.537,0.962,19835,100991750000,100.991750000
833,23:14:47.441,83687441860465,100465116279,833,140.497,1.002,20660,101033000000,101.033000000
834,23:16:27.906,83787906976744,100465116279,834,140.432,1.067,22000,101100000000,101.100000000
835,23:18:08.372,83888372093023,100465116279,835,139.518,1.981,40846,102042300000,102.042300000
836,23:19:48.837,83988837209302,100465116279,836,139.432,2.067,42619,102130950000,102.130950000
837,23:21:29.302,84089302325581,100465116279,837,138.537,2.962,61073,103053650000,103.053650000
838,23:23:09.767,84189767441860,100465116279,838,138.470,3.029,62454,103122700000,103.122700000
839,23:24:50.232,84290232558139,100465116279,839,138.000,3.499,72145,103607250000,103.607250000
840,23:26:30.697,84390697674418,100465116279,840,137.501,3.998,82434,104121700000,104.121700000
841,23:28:11.162,84491162790697,100465116279,841,137.000,4.499,92764,104638200000,104.638200000
842,23:29:51.627,84591627906976,100465116279,842,136.537,4.962,102311,105115550000,105.115550000
843,23:31:32.093,84692093023255,100465116279,843,136.468,5.031,103734,105186700000,105.186700000
844,23:33:12.558,84792558139534,100465116279,844,136.000,5.499,113383,105669150000,105.669150000
845,23:34:53.023,84893023255813,100465116280,845,135.517,5.982,123342,106167100000,106.167100000
846,23:36:33.488,84993488372093,100465116279,846,135.519,5.980,123301,106165050000,106.165050000
847,23:38:13.953,85093953488372,100465116279,847,136.000,5.499,113383,105669150000,105.669150000
848,23:39:54.418,85194418604651,100465116279,848,136.486,5.013,103362,105168100000,105.168100000
849,23:41:34.883,85294883720930,100465116279,849,136.565,4.934,101734,105086700000,105.086700000
850,23:43:15.348,85395348837209,100465116279,850,137.475,4.024,82970,104148500000,104.148500000
851,23:44:55.813,85495813953488,100465116279,851,137.567,3.932,81073,104053650000,104.053650000
852,23:46:36.279,85596279069767,100465116279,852,138.481,3.018,62228,103111400000,103.111400000
853,23:48:16.744,85696744186046,100465116279,853,138.558,2.941,60640,103032000000,103.032000000
854,23:49:57.209,85797209302325,100465116279,854,139.460,2.039,42042,102102100000,102.102100000
855,23:51:37.674,85897674418604,100465116279,855,139.557,1.942,40042,102002100000,102.002100000
856,23:53:18.139,85998139534883,100465116279,856,140.484,1.015,20928,101046400000,101.046400000
857,23:54:58.604,86098604651162,100465116279,857,140.546,0.953,19649,100982450000,100.982450000
858,23:56:39.069,86199069767441,100465116279,858,141.000,0.499,10288,100514400000,100.514400000
859,23:58:19.534,86299534883720,100465116280,859,141.499,0.000,0,100000000000,100.000000000
